Well,DEPTH,GR,DT,NPHI,RHOB
IJS-57,502.9,71.665329,509.7841,0.26015,2.137902
IJS-57,503.0,72.414276,509.6802,0.255983,2.143206
IJS-57,503.1,73.05127,510.1085,0.256433,2.146539
IJS-57,503.2,73.855759,510.7525,0.259016,2.148078
IJS-57,503.3,74.852478,511.3609,0.260665,2.147488
IJS-57,503.4,75.829895,511.7664,0.259495,2.144127
IJS-57,503.5,76.536957,511.8892,0.255408,2.138387
IJS-57,503.6,76.917038,511.7745,0.250368,2.131602
IJS-57,503.7,77.038864,511.5777,0.247427,2.125101
IJS-57,503.8,76.926468,511.5193,0.24886,2.120039
IJS-57,503.9,76.617386,511.7935,0.254938,2.117026
IJS-57,504.0,76.285187,512.5137,0.263863,2.11654
IJS-57,504.1,76.111435,513.7047,0.272598,2.118807
IJS-57,504.2,76.147064,515.3129,0.278165,2.123098
IJS-57,504.3,76.362625,517.1622,0.279385,2.127526
IJS-57,504.4,76.717865,519.0761,0.27782,2.130612
IJS-57,504.5,77.027283,520.8327,0.275874,2.131845
IJS-57,504.6,76.923141,522.1304,0.274795,2.131684
IJS-57,504.7,76.179916,522.7634,0.27417,2.131346
IJS-57,504.8,74.972992,522.6146,0.272851,2.132311
IJS-57,504.9,73.833359,521.6996,0.270076,2.13563
IJS-57,505.0,73.394867,520.1406,0.266736,2.141432
IJS-57,505.1,74.065262,518.2174,0.265693,2.148529
IJS-57,505.2,75.731155,516.2001,0.269799,2.155315
IJS-57,505.3,77.771667,514.3174,0.280436,2.160366
IJS-57,505.4,79.223495,512.7913,0.297069,2.16286
IJS-57,505.5,79.480347,511.6836,0.316665,2.162896
IJS-57,505.6,78.553375,511.0061,0.333442,2.160646
IJS-57,505.7,77.146469,510.809,0.342621,2.156623
IJS-57,505.8,76.104034,511.1415,0.342799,2.151463
IJS-57,505.9,75.913376,512.0987,0.335858,2.145573
IJS-57,506.0,76.473373,513.8527,0.326115,2.138646
IJS-57,506.1,77.224747,516.49,0.317147,2.130197
IJS-57,506.2,77.46701,519.8162,0.312567,2.120811
IJS-57,506.3,76.923981,523.4478,0.313323,2.112538
IJS-57,506.4,75.774292,526.9278,0.318083,2.107831
IJS-57,506.5,74.59549,529.6519,0.323337,2.108033
IJS-57,506.6,74.038971,531.2716,0.324978,2.111785
IJS-57,506.7,74.59816,531.6068,0.321196,2.116715
IJS-57,506.8,76.32251,530.623,0.313788,2.120634
IJS-57,506.9,78.86377,528.4386,0.306754,2.122324
IJS-57,507.0,81.582016,525.4283,0.30408,2.121926
IJS-57,507.1,83.940842,522.0625,0.307389,2.121174
IJS-57,507.2,85.565186,518.819,0.316309,2.121965
IJS-57,507.3,86.280365,516.3373,0.32801,2.125027
IJS-57,507.4,86.238358,515.026,0.339305,2.129675
IJS-57,507.5,85.686264,515.0331,0.348278,2.135032
IJS-57,507.6,84.678925,516.2552,0.352358,2.140825
IJS-57,507.7,82.900818,518.4166,0.349807,2.147305
IJS-57,507.8,80.155228,521.0808,0.341105,2.153387
IJS-57,507.9,76.71553,523.8438,0.328944,2.15735
IJS-57,508.0,73.207336,526.4039,0.315733,2.157897
IJS-57,508.1,70.424362,528.4031,0.304289,2.154398
IJS-57,508.2,68.683685,529.6588,0.297081,2.147299
IJS-57,508.3,67.875351,530.1228,0.294666,2.137833
IJS-57,508.4,67.672028,529.8058,0.29618,2.128144
IJS-57,508.5,67.719467,528.8121,0.300415,2.120189
IJS-57,508.6,67.977844,527.2785,0.306142,2.114916
IJS-57,508.7,68.669067,525.3897,0.312349,2.112593
IJS-57,508.8,70.00885,523.166,0.31859,2.112866
IJS-57,508.9,71.767685,520.6159,0.323806,2.115649
IJS-57,509.0,73.404633,517.7365,0.327859,2.12111
IJS-57,509.1,74.470612,514.6436,0.331147,2.129226
IJS-57,509.2,74.786346,511.8307,0.333677,2.138683
IJS-57,509.3,74.612946,509.9061,0.334989,2.147119
IJS-57,509.4,74.306534,509.4082,0.335338,2.151577
IJS-57,509.5,74.155014,510.7038,0.336179,2.149614
IJS-57,509.6,74.253723,513.7242,0.339354,2.140769
IJS-57,509.7,74.440125,517.8386,0.345721,2.127463
IJS-57,509.8,74.58905,522.2212,0.35506,2.114056
IJS-57,509.9,74.754868,526.1828,0.364459,2.104771
IJS-57,510.0,75.064163,529.1066,0.368477,2.102145
IJS-57,510.1,75.723145,530.7592,0.36287,2.105149
IJS-57,510.2,76.817184,531.1944,0.348959,2.110525
IJS-57,510.3,78.092117,530.6604,0.332397,2.114713
IJS-57,510.4,79.009338,529.5682,0.317565,2.115524
IJS-57,510.5,79.164429,528.3433,0.308177,2.112751
IJS-57,510.6,78.545441,527.3136,0.306399,2.108105
IJS-57,510.7,77.430161,526.6573,0.31204,2.103555
IJS-57,510.8,76.317474,526.4436,0.323294,2.10007
IJS-57,510.9,75.572922,526.5954,0.336786,2.097079
IJS-57,511.0,75.299637,526.9694,0.348999,2.093438
IJS-57,511.1,75.566299,527.414,0.356029,2.088971
IJS-57,511.2,76.422836,527.8147,0.354376,2.084482
IJS-57,511.3,77.91774,528.0963,0.344823,2.081185
IJS-57,511.4,80.087677,528.2063,0.332069,2.080173
IJS-57,511.5,82.711472,528.1098,0.321732,2.08202
IJS-57,511.6,85.126648,527.7783,0.318326,2.086559
IJS-57,511.7,86.665558,527.1778,0.323881,2.093079
IJS-57,511.8,87.118423,526.2881,0.337839,2.100832
IJS-57,511.9,86.801865,525.159,0.357719,2.108922
IJS-57,512.0,86.359726,523.8879,0.37812,2.116534
IJS-57,512.1,86.407883,522.6577,0.392446,2.122567
IJS-57,512.2,87.300262,521.6401,0.397359,2.125801
IJS-57,512.3,89.057602,520.9261,0.393527,2.12536
IJS-57,512.4,91.278397,520.4878,0.384729,2.121431
IJS-57,512.5,93.453293,520.1637,0.375003,2.115336
IJS-57,512.6,95.268982,519.7575,0.367562,2.109649
IJS-57,512.7,96.666122,519.1454,0.364206,2.107666
IJS-57,512.8,97.746719,518.3056,0.364417,2.111524
IJS-57,512.9,98.432953,517.354,0.366343,2.120987
IJS-57,513.0,98.545914,516.4767,0.367858,2.133812
IJS-57,513.1,97.974319,515.8755,0.36668,2.146354
IJS-57,513.2,96.685303,515.6858,0.361795,2.154857
IJS-57,513.3,94.754318,515.9162,0.354981,2.157424
IJS-57,513.4,92.448715,516.4729,0.348613,2.154447
IJS-57,513.5,90.2621,517.1704,0.343753,2.148431
IJS-57,513.6,88.511795,517.8259,0.339898,2.142664
IJS-57,513.7,87.215775,518.3137,0.336333,2.139807
IJS-57,513.8,86.28952,518.6043,0.333403,2.140549
IJS-57,513.9,85.735291,518.7853,0.332161,2.143766
IJS-57,514.0,85.746277,518.9863,0.333455,2.147876
IJS-57,514.1,86.469925,519.2978,0.336611,2.15161
IJS-57,514.2,87.820053,519.7278,0.339412,2.153986
IJS-57,514.3,89.495468,520.2078,0.33916,2.154241
IJS-57,514.4,91.134949,520.6894,0.334447,2.151762
IJS-57,514.5,92.31163,521.1878,0.326127,2.145938
IJS-57,514.6,92.732254,521.7818,0.318041,2.137001
IJS-57,514.7,92.352051,522.6054,0.313959,2.126097
IJS-57,514.8,91.280548,523.7514,0.316055,2.115452
IJS-57,514.9,89.799271,525.2335,0.32539,2.107226
IJS-57,515.0,88.34758,526.9787,0.34082,2.102299
IJS-57,515.1,87.418243,528.788,0.358596,2.099713
IJS-57,515.2,87.337769,530.4944,0.375742,2.097225
IJS-57,515.3,88.225266,531.9289,0.388167,2.093127
IJS-57,515.4,89.742142,532.8896,0.392417,2.087445
IJS-57,515.5,91.24028,533.2259,0.389078,2.081624
IJS-57,515.6,92.02916,532.7908,0.37971,2.077612
IJS-57,515.7,91.583694,531.5565,0.3671,2.076318
IJS-57,515.8,89.886993,529.6559,0.354844,2.077064
IJS-57,515.9,87.445465,527.3559,0.345322,2.078563
IJS-57,516.0,84.922638,524.9642,0.339154,2.079298
IJS-57,516.1,82.689514,522.5931,0.336232,2.07829
IJS-57,516.2,80.933533,520.1523,0.336437,2.075916
IJS-57,516.3,79.678284,517.219,0.339701,2.07337
IJS-57,516.4,78.922623,513.3758,0.346254,2.071549
IJS-57,516.5,78.671036,508.4613,0.356134,2.070574
IJS-57,516.6,78.985962,502.8585,0.368348,2.070248
IJS-57,516.7,79.899521,497.2862,0.380964,2.070294
IJS-57,516.8,81.223236,492.821,0.390387,2.070681
IJS-57,516.9,82.567673,490.2585,0.393346,2.071615
IJS-57,517.0,83.273788,490.1004,0.388526,2.072542
IJS-57,517.1,82.964722,492.1818,0.378072,2.072662
IJS-57,517.2,81.776108,496.0579,0.366095,2.071814
IJS-57,517.3,80.374908,500.9396,0.356495,2.070602
IJS-57,517.4,79.509552,506.1107,0.349036,2.070405
IJS-57,517.5,79.812836,511.0259,0.342839,2.073014
IJS-57,517.6,81.4991,515.0999,0.337194,2.079613
IJS-57,517.7,84.170486,518.0867,0.331464,2.089891
IJS-57,517.8,86.755295,519.8085,0.326092,2.10187
IJS-57,517.9,88.303879,520.4504,0.322585,2.11364
IJS-57,518.0,88.460159,520.3968,0.322502,2.123251
IJS-57,518.1,87.473557,520.1278,0.326947,2.128722
IJS-57,518.2,85.921051,520.0654,0.335959,2.130207
IJS-57,518.3,84.233017,520.4331,0.347614,2.129142
IJS-57,518.4,82.648315,521.213,0.358038,2.127685
IJS-57,518.5,81.267242,522.2594,0.364656,2.127728
IJS-57,518.6,80.275009,523.4444,0.366662,2.130125
IJS-57,518.7,80.151321,524.6501,0.364041,2.134092
IJS-57,518.8,81.260208,525.7972,0.357043,2.137916
IJS-57,518.9,83.661697,526.7171,0.347653,2.140646
IJS-57,519.0,87.06813,527.2519,0.338958,2.143053
IJS-57,519.1,90.822403,527.3062,0.334188,2.146803
IJS-57,519.2,93.890854,526.8842,0.334883,2.152186
IJS-57,519.3,95.663879,526.1271,0.339442,2.157123
IJS-57,519.4,96.057724,525.2345,0.344694,2.159305
IJS-57,519.5,95.370163,524.4373,0.348394,2.158572
IJS-57,519.6,94.005798,523.8533,0.350573,2.157558
IJS-57,519.7,92.370285,523.5083,0.352927,2.159715
IJS-57,519.8,90.72966,523.3348,0.357346,2.167
IJS-57,519.9,89.264954,523.259,0.364399,2.178994
IJS-57,520.0001,88.11554,523.2469,0.372478,2.191457
IJS-57,520.1001,87.259109,523.2996,0.378343,2.198951
IJS-57,520.2001,86.701706,523.4542,0.37836,2.198404
IJS-57,520.3001,86.792023,523.7862,0.372622,2.190054
IJS-57,520.4001,87.942749,524.4093,0.364034,2.177037
IJS-57,520.5001,90.202103,525.3982,0.35535,2.164157
IJS-57,520.6001,93.118622,526.7806,0.34727,2.155965
IJS-57,520.7001,95.790878,528.5236,0.340605,2.156317
IJS-57,520.8001,97.080704,530.4156,0.336267,2.166793
IJS-57,520.9001,96.525528,532.2144,0.334224,2.183613
IJS-57,521.0001,94.833054,533.6944,0.333705,2.197591
IJS-57,521.1001,93.446365,534.6415,0.334357,2.199271
IJS-57,521.2001,93.68074,535.0433,0.336474,2.185678
IJS-57,521.3001,95.891037,535.0374,0.340553,2.161178
IJS-57,521.4001,99.116425,534.8099,0.34682,2.133367
IJS-57,521.5001,101.451416,534.5388,0.355326,2.109134
IJS-57,521.6001,101.208633,534.3128,0.365697,2.092885
IJS-57,521.7001,98.032898,534.0947,0.377524,2.084489
IJS-57,521.8001,93.145157,533.7612,0.390329,2.08098
IJS-57,521.9001,88.550018,533.2155,0.401889,2.079061
IJS-57,522.0001,85.710983,532.4592,0.41034,2.076508
IJS-57,522.1001,85.115707,531.625,0.415811,2.07304
IJS-57,522.2001,86.525208,530.8854,0.418678,2.069661
IJS-57,522.3001,89.182632,530.3839,0.418855,2.06762
IJS-57,522.4001,92.197403,530.1966,0.416338,2.067069
IJS-57,522.5001,95.045578,530.2988,0.411181,2.066629
IJS-57,522.6001,97.589844,530.6071,0.403876,2.064436
IJS-57,522.7001,99.805298,531.0309,0.395999,2.05954
IJS-57,522.8001,101.760406,531.5449,0.389005,2.052393
IJS-57,522.9001,103.482422,532.1683,0.384064,2.04488
IJS-57,523.0001,105.09523,532.9198,0.381271,2.039249
IJS-57,523.1001,106.681168,533.737,0.378748,2.036903
IJS-57,523.2001,107.958618,534.457,0.374406,2.037866
IJS-57,523.3001,108.355972,534.9285,0.36816,2.040951
IJS-57,523.4001,107.35408,535.0566,0.362595,2.044621
IJS-57,523.5001,104.886703,534.8378,0.360451,2.047917
IJS-57,523.6001,101.388504,534.3481,0.362147,2.050506
IJS-57,523.7001,97.830933,533.7012,0.366109,2.051861
IJS-57,523.8001,95.55336,533.0122,0.369907,2.051673
IJS-57,523.9001,95.435532,532.309,0.372005,2.050515
IJS-57,524.0001,97.433533,531.5872,0.372071,2.049536
IJS-57,524.1001,100.703094,530.8536,0.370769,2.049642
IJS-57,524.2001,103.98909,530.1692,0.369158,2.051332
IJS-57,524.3001,106.10675,529.6179,0.367098,2.05441
IJS-57,524.4001,106.495377,529.1923,0.363386,2.058208
IJS-57,524.5001,105.156448,528.8023,0.357812,2.06182
IJS-57,524.6001,102.655075,528.3311,0.352602,2.064515
IJS-57,524.7001,99.702026,527.6743,0.3509,2.066411
IJS-57,524.8001,96.87088,526.8287,0.354516,2.068304
IJS-57,524.9001,94.28833,525.9141,0.362742,2.070899
IJS-57,525.0001,91.834915,525.1366,0.372977,2.074019
IJS-57,525.1001,89.6008,524.6815,0.380463,2.07652
IJS-57,525.2001,87.801834,524.5541,0.38035,2.077335
IJS-57,525.3001,86.682587,524.597,0.371628,2.076212
IJS-57,525.4001,86.371552,524.5725,0.357124,2.074474
IJS-57,525.5001,86.698975,524.3599,0.33939,2.074686
IJS-57,525.6001,87.243423,524.1447,0.322162,2.079586
IJS-57,525.7001,87.473251,524.5333,0.308339,2.090658
IJS-57,525.8001,87.000076,526.5832,0.299671,2.107005
IJS-57,525.9001,85.863342,531.2891,0.29801,2.124298
IJS-57,526.0001,84.429962,539.0229,0.303441,2.137545
IJS-57,526.1001,83.113388,549.1981,0.313787,2.143218
IJS-57,526.2001,82.142624,559.9691,0.323732,2.141145
IJS-57,526.3001,81.449829,569.7535,0.327153,2.134655
IJS-57,526.4001,80.875488,578.0399,0.320713,2.128018
IJS-57,526.5001,80.26239,585.4489,0.306991,2.12422
IJS-57,526.6001,79.442841,593.8987,0.292052,2.122849
IJS-57,526.7001,78.231537,605.3216,0.281479,2.120975
IJS-57,526.8001,76.48819,620.2289,0.27702,2.115277
IJS-57,526.9001,74.287491,637.8152,0.276781,2.103671
IJS-57,527.0001,72.107819,654.9927,0.27763,2.088461
IJS-57,527.1001,70.193039,669.691,0.277861,2.07468
IJS-57,527.2001,68.56543,680.097,0.278621,2.067877
IJS-57,527.3001,67.025894,686.2255,0.283023,2.071105
IJS-57,527.4001,65.390701,690.0867,0.293312,2.083769
IJS-57,527.5001,63.687935,694.0601,0.308284,2.102178
IJS-57,527.6001,62.106018,699.7071,0.323412,2.119179
IJS-57,527.7001,60.667213,707.5296,0.334063,2.127382
IJS-57,527.8001,59.430511,716.4645,0.335949,2.122284
IJS-57,527.9001,58.451553,725.2203,0.329773,2.105105
IJS-57,528.0001,57.654739,733.049,0.319395,2.07996
IJS-57,528.1001,56.82579,739.37,0.308866,2.052436
IJS-57,528.2001,55.851593,743.8357,0.299353,2.02521
IJS-57,528.3001,54.795128,745.669,0.291088,1.998786
IJS-57,528.4001,53.84037,743.719,0.283819,1.974606
IJS-57,528.5001,53.001236,737.5819,0.276841,1.954048
IJS-57,528.6001,52.207306,728.2958,0.269061,1.938607
IJS-57,528.7001,51.544922,718.5295,0.260169,1.929612
IJS-57,528.8001,51.143112,710.7736,0.251124,1.927429
IJS-57,528.9001,50.855423,706.5624,0.244262,1.932341
IJS-57,529.0001,50.383217,705.2316,0.240765,1.944828
IJS-57,529.1001,49.723938,704.8635,0.241314,1.965183
IJS-57,529.2001,49.313202,703.5392,0.244598,1.989859
IJS-57,529.3001,49.63868,700.4471,0.247708,2.011786
IJS-57,529.4001,51.001534,695.7367,0.248093,2.023827
IJS-57,529.5001,53.23864,689.7114,0.244944,2.022124
IJS-57,529.6001,55.957367,682.2451,0.239738,2.00912
IJS-57,529.7001,58.522034,673.522,0.235245,1.991337
IJS-57,529.8001,60.31517,663.8466,0.233678,1.97577
IJS-57,529.9001,61.094261,653.1559,0.235827,1.967061
IJS-57,530.0001,61.198296,641.4435,0.241372,1.967211
IJS-57,530.1001,61.258652,628.4078,0.249416,1.975563
IJS-57,530.2001,61.775642,613.7954,0.259165,1.991203
IJS-57,530.3001,62.93576,598.4729,0.270351,2.013625
IJS-57,530.4001,64.708191,583.627,0.282947,2.042707
IJS-57,530.5001,66.809937,571.7112,0.297059,2.076421
IJS-57,530.6001,69.077606,564.6956,0.312144,2.113149
IJS-57,530.7001,71.577957,563.1207,0.327108,2.151851
IJS-57,530.8001,74.357285,565.8499,0.339889,2.188582
IJS-57,530.9001,77.445953,570.5089,0.347261,2.218941
IJS-57,531.0001,80.497452,574.9418,0.344931,2.23883
IJS-57,531.1001,82.732483,577.8613,0.332598,2.245383
IJS-57,531.2001,83.673691,579.4283,0.314822,2.240434
IJS-57,531.3001,83.2491,580.9371,0.297471,2.228882
IJS-57,531.4001,81.829742,584.0151,0.284861,2.215752
IJS-57,531.5001,80.083221,589.8033,0.278167,2.203887
IJS-57,531.6001,78.61731,598.1041,0.276627,2.193726
IJS-57,531.7001,77.629456,607.5251,0.277938,2.18279
IJS-57,531.8001,76.793701,615.7958,0.279768,2.168319
IJS-57,531.9001,75.527756,620.308,0.281402,2.150473
IJS-57,532.0001,73.319626,619.459,0.283923,2.131772
IJS-57,532.1001,70.201248,613.1518,0.288426,2.115674
IJS-57,532.2001,66.77626,602.5153,0.294563,2.105553
IJS-57,532.3001,63.968948,589.578,0.300257,2.103972
IJS-57,532.4001,62.676758,576.6699,0.303449,2.112729
IJS-57,532.5001,63.111183,565.1018,0.304085,2.131932
IJS-57,532.6001,64.755661,555.0849,0.303805,2.158452
IJS-57,532.7001,66.641785,546.1413,0.304467,2.184929
IJS-57,532.8001,67.791962,537.073,0.307352,2.204144
IJS-57,532.9001,67.757034,527.1142,0.312807,2.212842
IJS-57,533.0001,66.800507,516.1232,0.319703,2.21268
IJS-57,533.1001,65.666061,504.5478,0.325685,2.208627
IJS-57,533.2001,64.996201,493.4672,0.328694,2.20605
IJS-57,533.3001,64.954086,483.7284,0.327644,2.208066
IJS-57,533.4001,65.29985,475.9969,0.322918,2.214318
IJS-57,533.5001,65.660904,470.7281,0.316737,2.221834
IJS-57,533.6001,65.85965,467.6573,0.312134,2.227923
IJS-57,533.7001,65.92984,466.1749,0.312133,2.231683
IJS-57,533.8001,65.978043,465.6734,0.317856,2.233994
IJS-57,533.9001,66.162125,465.6788,0.32791,2.236633
IJS-57,534.0001,66.55397,465.9669,0.340204,2.240384
IJS-57,534.1001,67.075089,466.5312,0.351224,2.244456
IJS-57,534.2001,67.543137,467.5526,0.357621,2.246584
IJS-57,534.3001,67.956848,469.3296,0.358106,2.244066
IJS-57,534.4001,68.552383,472.2253,0.354177,2.235643
IJS-57,534.5001,69.565247,476.4734,0.348965,2.22224
IJS-57,534.6001,71.132156,481.8606,0.345398,2.20663
IJS-57,534.7001,73.305145,487.9304,0.344599,2.191418
IJS-57,534.8001,75.940552,493.8093,0.346086,2.179253
IJS-57,534.9001,78.855515,498.6451,0.349587,2.171844
IJS-57,535.0001,81.707413,501.7461,0.35535,2.169344
IJS-57,535.1001,83.941681,502.7605,0.361762,2.170313
IJS-57,535.2001,85.109924,501.8218,0.365754,2.173125
IJS-57,535.3001,84.912979,499.3343,0.364429,2.176723
IJS-57,535.4001,83.364471,496.0381,0.356816,2.180049
IJS-57,535.5001,80.782104,492.7782,0.344929,2.181651
IJS-57,535.6001,77.818817,490.4571,0.33393,2.179912
IJS-57,535.7001,75.155807,489.7123,0.32812,2.174306
IJS-57,535.8001,73.336426,490.7811,0.329772,2.166029
IJS-57,535.9001,72.873215,493.3046,0.339425,2.15768
IJS-57,536.0001,74.076569,496.5271,0.353584,2.151195
IJS-57,536.1001,76.825623,499.5347,0.365767,2.147386
IJS-57,536.2001,80.293823,501.5049,0.370906,2.146029
IJS-57,536.3001,83.435425,502.1422,0.368329,2.145814
IJS-57,536.4001,85.429596,501.6203,0.360011,2.145177
IJS-57,536.5001,85.938614,500.5016,0.348698,2.143593
IJS-57,536.6001,85.237427,499.4053,0.336464,2.142034
IJS-57,536.7001,83.934052,498.7181,0.325171,2.142126
IJS-57,536.8001,82.626221,498.4301,0.3159,2.144946
IJS-57,536.9001,81.53157,498.1885,0.308949,2.150511
IJS-57,537.0001,80.430405,497.5684,0.304668,2.157729
IJS-57,537.1001,78.826447,496.3506,0.302369,2.165227
IJS-57,537.2001,76.358047,494.6242,0.301003,2.171191
IJS-57,537.3001,73.129486,492.8657,0.299738,2.173263
IJS-57,537.4001,69.457108,491.659,0.29858,2.170147
IJS-57,537.5001,65.938461,491.6149,0.298264,2.162157
IJS-57,537.6001,63.223541,493.1734,0.299885,2.150756
IJS-57,537.7001,62.035393,496.5596,0.304887,2.137278
IJS-57,537.8001,62.685997,501.6148,0.313453,2.122271
IJS-57,537.9001,64.852921,507.9792,0.324565,2.105275
IJS-57,538.0001,67.885773,515.2146,0.335851,2.085531
IJS-57,538.1001,70.866898,522.3863,0.343199,2.06363
IJS-57,538.2001,73.080292,528.7569,0.34704,2.040597
IJS-57,538.3001,74.215134,533.7911,0.35156,2.01825
IJS-57,538.4001,74.30925,537.0916,0.3606,1.998667
IJS-57,538.5001,73.596207,538.7297,0.376647,1.982011
IJS-57,538.6001,72.406662,538.9878,0.397964,1.968506
IJS-57,538.7001,71.28186,538.3477,0.41703,1.95765
IJS-57,538.8001,70.917877,537.172,0.425816,1.948969
IJS-57,538.9001,71.83931,535.6849,0.420986,1.94319
IJS-57,539.0001,73.839676,533.8913,0.408773,1.941571
IJS-57,539.1001,76.200867,531.6101,0.398234,1.945514
IJS-57,539.2001,78.086838,528.739,0.394915,1.955537
IJS-57,539.3001,79.029907,525.3051,0.397695,1.970499
IJS-57,539.4001,78.955719,521.5106,0.400456,1.98737
IJS-57,539.5001,78.192581,517.9094,0.396954,2.001826
IJS-57,539.6001,77.31604,515.022,0.385826,2.010988
IJS-57,539.7001,76.852081,513.4252,0.37052,2.013183
IJS-57,539.8001,77.043533,513.3866,0.357084,2.009433
IJS-57,539.9001,77.870056,514.8928,0.349217,2.00254
IJS-57,540.0001,79.014954,517.561,0.34616,1.995501
IJS-57,540.1001,80.084854,520.7774,0.343167,1.989933
IJS-57,540.2001,80.762955,523.9797,0.335815,1.986144
IJS-57,540.3001,80.723145,526.6217,0.323881,1.983838
IJS-57,540.4001,79.755173,528.4746,0.310915,1.982079
IJS-57,540.5001,77.794449,529.4095,0.301073,1.980308
IJS-57,540.6001,74.931183,529.5083,0.297957,1.978245
IJS-57,540.7001,71.490433,528.9156,0.301816,1.975621
IJS-57,540.8001,68.167389,527.7778,0.309923,1.972777
IJS-57,540.9001,65.502548,526.2377,0.317754,1.970474
IJS-57,541.0001,63.771736,524.4754,0.321104,1.969245
IJS-57,541.1001,63.171722,522.8286,0.319205,1.969236
IJS-57,541.2001,63.621971,521.5843,0.315326,1.969828
IJS-57,541.3001,64.686905,520.8769,0.31268,1.970268
IJS-57,541.4001,65.626373,520.6438,0.312132,1.97021
IJS-57,541.5001,65.894028,520.5659,0.312951,1.969704
IJS-57,541.6001,65.398376,520.2567,0.314845,1.968472
IJS-57,541.7001,64.326218,519.4737,0.318879,1.965777
IJS-57,541.8001,62.893097,518.285,0.326549,1.961623
IJS-57,541.9001,61.635582,517.1522,0.337559,1.956771
IJS-57,542.0001,61.152802,516.7015,0.349312,1.952245
IJS-57,542.1001,61.663895,517.4305,0.358198,1.949909
IJS-57,542.2001,63.025192,519.5,0.360118,1.951884
IJS-57,542.3001,64.81749,522.5628,0.353551,1.958645
IJS-57,542.4001,66.572845,525.8455,0.341928,1.968159
IJS-57,542.5001,68.103088,528.5775,0.331615,1.976888
IJS-57,542.6001,69.403992,530.2454,0.327366,1.981425
IJS-57,542.7001,70.344833,530.6557,0.330681,1.980061
IJS-57,542.8001,70.811615,530.0227,0.340501,1.973662
IJS-57,542.9001,70.835815,528.7999,0.354193,1.964858
IJS-57,543.0001,70.380783,527.4516,0.368542,1.957096
IJS-57,543.1001,69.418442,526.3353,0.37937,1.953288
IJS-57,543.2001,68.128098,525.6542,0.382099,1.954362
IJS-57,543.3001,66.757843,525.41,0.375743,1.959118
IJS-57,543.4001,65.552307,525.4525,0.363333,1.96546
IJS-57,543.5001,64.777695,525.4867,0.348301,1.971222
IJS-57,543.6001,64.641769,525.1149,0.333246,1.975084
IJS-57,543.7001,65.19986,523.9447,0.321065,1.976881
IJS-57,543.8001,66.275024,521.7586,0.312841,1.977675
IJS-57,543.9001,67.574677,518.5336,0.30799,1.979267
IJS-57,544.0001,68.776703,514.5665,0.30621,1.982669
IJS-57,544.1001,69.758881,510.31,0.307687,1.98757
IJS-57,544.2001,70.646713,506.285,0.312984,1.992807
IJS-57,544.3001,71.618347,502.9867,0.322466,1.996898
IJS-57,544.4001,72.678391,500.5457,0.334959,1.998884
IJS-57,544.5001,73.564728,498.8873,0.346891,1.998719
IJS-57,544.6001,73.853378,497.8482,0.354495,1.997461
IJS-57,544.7001,73.090469,497.1719,0.356296,1.996651
IJS-57,544.8001,71.068573,496.6094,0.352836,1.997203
IJS-57,544.9001,67.927216,495.8782,0.346236,1.998475
IJS-57,545.0001,64.044205,494.6768,0.339406,1.998346
IJS-57,545.1001,60.059814,492.8355,0.335517,1.995007
IJS-57,545.2001,56.588623,490.3578,0.336428,1.988007
IJS-57,545.3001,54.172325,487.5381,0.341942,1.977892
IJS-57,545.4001,53.087387,485.0076,0.349993,1.966075
IJS-57,545.5001,53.221832,483.424,0.358062,1.954129
IJS-57,545.6001,54.013115,483.3291,0.36324,1.94381
IJS-57,545.7001,54.631165,484.9185,0.363855,1.936253
IJS-57,545.8001,54.555,487.9592,0.36062,1.932294
IJS-57,545.9001,53.989487,491.6974,0.355526,1.932414
IJS-57,546.0001,53.643059,495.2788,0.349295,1.936359
IJS-57,546.1001,54.257423,497.9342,0.341193,1.943045
IJS-57,546.2001,56.040855,499.2213,0.331311,1.950316
IJS-57,546.3001,58.5271,499.2555,0.321773,1.955716
IJS-57,546.4001,60.862206,498.4781,0.315528,1.95774
IJS-57,546.5001,62.217422,497.4123,0.312856,1.956688
IJS-57,546.6001,62.299965,496.33,0.311003,1.954169
IJS-57,546.7001,61.450516,495.2229,0.306875,1.952088
IJS-57,546.8001,60.328239,493.8932,0.299112,1.951658
IJS-57,546.9001,59.299484,492.1219,0.289287,1.95249
IJS-57,547.0001,58.260765,489.9815,0.281677,1.952749
IJS-57,547.1001,56.84993,487.8588,0.280322,1.95067
IJS-57,547.2001,54.869965,486.3923,0.28752,1.945704
IJS-57,547.3001,52.652061,486.2241,0.302095,1.938997
IJS-57,547.4001,50.831154,487.5574,0.320571,1.932119
IJS-57,547.5001,50.09581,490.1099,0.336822,1.926274
IJS-57,547.6001,50.770645,493.1913,0.344555,1.921693
IJS-57,547.7001,52.599846,496.0811,0.342973,1.917749
IJS-57,547.8001,54.812523,498.1869,0.33585,1.914102
IJS-57,547.9001,56.643768,499.5086,0.328675,1.910924
IJS-57,548.0001,57.612465,500.413,0.3263,1.909478
IJS-57,548.1001,57.875092,501.4164,0.330722,1.91131
IJS-57,548.2001,57.967796,502.7818,0.341269,1.916922
IJS-57,548.3001,58.358467,504.2686,0.354242,1.924819
IJS-57,548.4001,59.237816,505.3482,0.365421,1.932771
IJS-57,548.5001,60.542625,505.391,0.371538,1.939333
